PLACE_ID;CODE;NAME;TYPE_ID;IS_PARKING;IS_TEST;ST_CODE;ST_NAME;ST_NAME_SHORT;LN_CODE;LN_NAME;LN_NAME_SHORT
38826;1;ЦОД НБС;1;0;0;1951;ЦОД НБС;ЦОД НБС;1681;ПАК ЦОТТ;ПАК ЦОТТ
40234;1;Виртуальная Станция ЖД;15;0;0;;;;;;
38904;1;Учебная;3;0;0;26;МОС 1;МОС 1;4;Наземный городской пассажирский транспорт;НГПТ
40233;1;Виртуальная эксплуатационная площадка МГТ;8;0;0;;;;;;
38809;2;Учебная;3;0;0;25;МОС 2;МОС 2;4;Наземный городской пассажирский транспорт;НГПТ
38813;3;Учебная;3;0;0;27;МОС 3;МОС 3;4;Наземный городской пассажирский транспорт;НГПТ
38815;4;Учебная;3;0;0;28;МОС 4;МОС 4;4;Наземный городской пассажирский транспорт;НГПТ
38802;5;5;3;0;0;11;мосд 5;мосд 5;4;Наземный городской пассажирский транспорт;НГПТ
38903;6;6;3;0;0;12;мосд 6;мосд 6;4;Наземный городской пассажирский транспорт;НГПТ
38804;7;7;3;0;0;13;мосд 7;мосд 7;4;Наземный городской пассажирский транспорт;НГПТ
38805;8;8;3;0;0;14;мосд 8;мосд 8;4;Наземный городской пассажирский транспорт;НГПТ
2005;8;большое место 34;1;1;0;;;;;;
38806;9;Учебная;3;0;0;8;Зеленоградский АК;ЗАК;4;Наземный городской пассажирский транспорт;НГПТ
38808;10;10;3;0;0;20;мосд 10;мосд 10;4;Наземный городской пассажирский транспорт;НГПТ
38807;11;Тест_СДиК;3;0;0;16;Тест_ЦО;Тест_ЦО;4;Наземный городской пассажирский транспорт;НГПТ
38915;11;Бульвар Рокоссовского (Северный);1;1;0;19;Бульвар Рокоссовского;Б.Рокоссовского;8;Сокольническая линия;Сокольническая
1597;12;Бульвар Рокоссовского ( Южный );1;1;0;19;Бульвар Рокоссовского;Б.Рокоссовского;8;Сокольническая линия;Сокольническая
1630;21;Черкизовская ( Северный );1;1;0;22;Черкизовская;Черкизовская;8;Сокольническая линия;Сокольническая
1631;22;Черкизовская ( Южный );1;1;0;22;Черкизовская;Черкизовская;8;Сокольническая линия;Сокольническая
1616;31;Преображенская пл. ( Северный );1;0;0;25;Преображенская пл.;Преображенск. пл;8;Сокольническая линия;Сокольническая
1617;32;Преображенская пл. ( Южный );1;0;0;25;Преображенская пл.;Преображенск. пл;8;Сокольническая линия;Сокольническая
1622;41;Сокольники СЛ;1;0;0;28;Сокольники;Сокольники СЛ;8;Сокольническая линия;Сокольническая
1603;51;Красносельская;1;0;0;30;Красносельская;Красносельская;8;Сокольническая линия;Сокольническая
1602;61;Комсомольская (СОКОЛЬНИЧЕСКАЯ );1;0;0;32;Комсомольская (СОКОЛЬНИЧЕСКАЯ);Комсомольск. СЛ;8;Сокольническая линия;Сокольническая
39011;66;Сокольники;1;0;0;;;;;;
1604;71;Красные ворота ( Северный );1;0;0;34;Красные ворота;Красные ворота;8;Сокольническая линия;Сокольническая
38937;72;Красные ворота ( Южный );1;0;0;34;Красные ворота;Красные ворота;8;Сокольническая линия;Сокольническая
39252;72;Шлюз Тула;3;0;0;;;;;;
39796;73;Шлюз Кошелек;8;0;0;73;Трамвайное управление;Трамвайное управление;4;Наземный городской пассажирский транспорт;НГПТ
1606;73;Красные ворота ( Пассажирское агенство );1;0;0;34;Красные ворота;Красные ворота;8;Сокольническая линия;Сокольническая
39253;73;Шлюз Кошелек;3;0;0;;;;;;
40815;80;Шлюз Кострома;3;0;0;;;;;;
1632;81;Чистые пруды;1;0;0;37;Чистые пруды;Чистые пруды;8;Сокольническая линия;Сокольническая
39816;86;Сервисный центр;8;0;0;;;;;;
39461;86;Сервисный центр;8;0;0;603;АКар;АКар;4;Наземный городской пассажирский транспорт;НГПТ
39460;86;Сервисный центр;8;0;0;86;СЦ;СЦ;4;Наземный городской пассажирский транспорт;НГПТ
40956;87;1865 регион Д СТ;3;0;0;;;;;;
1609;91;Лубянка ( Северный );1;0;0;39;Лубянка;Лубянка;8;Сокольническая линия;Сокольническая
1610;92;Лубянка ( Южный );1;0;0;39;Лубянка;Лубянка;8;Сокольническая линия;Сокольническая
39254;101;Каширское шоссе, д. 4;3;0;0;;;;;;
39018;101;Охотный ряд ( Северный );1;0;0;42;Охотный ряд;Охотный ряд;8;Сокольническая линия;Сокольническая
39255;102;Костромская ул., д. 20;3;0;0;;;;;;
39019;102;Охотный ряд ( Южный );1;0;0;42;Охотный ряд;Охотный ряд;8;Сокольническая линия;Сокольническая
39256;103;Проспект Мира, д. 115;3;0;0;;;;;;
39257;104;Менжинского ул., д. 21;3;0;0;;;;;;
39258;105;Большая Семёновкая ул., д. 21;3;0;0;;;;;;
39259;106;Новокосинская ул., д. 35/5, стр. 1 ;3;0;0;;;;;;
39260;107;Щелковское шоссе, д. 91;3;0;0;;;;;;
39261;108;2-ая Владимирская ул., д. 38/18;3;0;0;;;;;;
39262;109;Новочеркасский бульвар, д. 55;3;0;0;;;;;;
39263;110;Бирюлёвская ул., д. 3;3;0;0;;;;;;
39264;111;Шереметьевская ул., д. 27 ;3;0;0;;;;;;
39265;112;Хабаровская ул., д. 15;3;0;0;;;;;;
39266;113;Чертановская ул., д. 65;3;0;0;;;;;;
39267;114;Судостроительная ул., д. 31;3;0;0;;;;;;
39268;115;Раменки ул., д. 6;3;0;0;;;;;;
39269;116;Онежская ул., д. 1;3;0;0;;;;;;
39270;117;Клязьминская ул., д. 17;3;0;0;;;;;;
39271;118;Полярная ул., д. 31;3;0;0;;;;;;
39272;119;Фонвизина ул., д. 2;3;0;0;;;;;;
39273;120;Ярцевская ул., ст. м. «Молодежная», зап. выход;3;0;0;;;;;;
39274;121;Новозаводская ул., д. 2;3;0;0;;;;;;
39020;121;Кропоткинская ( Северный );1;0;0;46;Кропоткинская;Кропоткинская;8;Сокольническая линия;Сокольническая
39275;122;Электролитный пр-д, д. 9, к. 1;3;0;0;;;;;;
39021;122;Кропоткинская ( Южный );1;0;0;46;Кропоткинская;Кропоткинская;8;Сокольническая линия;Сокольническая
39276;123;Кировоградская ул., д. 28, к. 1;3;0;0;;;;;;
39277;124;Балаклавский проспект, д. 7, стр. 2;3;0;0;;;;;;
39278;125;Ясеневая ул., д. 30;3;0;0;;;;;;
39279;126;Новинки ул., д. 1;3;0;0;;;;;;
39280;127;Центральная ул., д. 13;3;0;0;;;;;;
39281;128;Никулинская ул., д. 19;3;0;0;;;;;;
39282;129;Проспект Вернадского, вл. 79;3;0;0;;;;;;
39283;130;Можайское ш., д. 29;3;0;0;;;;;;
39022;131;Парк Культуры Р;1;0;0;49;Парк культуры СЛ;Парк культуры СЛ;8;Сокольническая линия;Сокольническая
39284;131;Солнцевский пр-т, д. 15;3;0;0;;;;;;
39285;132;Профсоюзная ул., д. 56 (58);3;0;0;;;;;;
39286;133;Профсоюзная ул., д. 84А, стр. 1;3;0;0;;;;;;
39287;134;Профсоюзная ул., д. 109В, стр. 4;3;0;0;;;;;;
39288;135;Капотня ул., д. 13, 3-й квартал;3;0;0;;;;;;
39289;136;Шоссе Энтузиастов, д. 15;3;0;0;;;;;;
39290;137;Троицк (м/р В);3;0;0;;;;;;
39291;138;Шоссейная ул., д. 98;3;0;0;;;;;;
39292;139;Краснопрудная ул., д. 13А, стр. 1;3;0;0;;;;;;
39293;140;мкр. Ленинские горы, д. 1, стр. 52 (напротив);3;0;0;;;;;;
1629;141;Фрунзенская;1;0;0;51;Фрунзенская;Фрунзенская;8;Сокольническая линия;Сокольническая
39294;141;аэропорт Шереметьево, терминал D;3;0;0;;;;;;
39295;142;Комсомольский проспект, д. 28;3;0;0;;;;;;
39296;143;Сходненская ул., д. 37;3;0;0;;;;;;
39297;144;Героев Панфиловцев ул., д. 1/2;3;0;0;;;;;;
39298;145;Генерала Глаголева ул., д. 2;3;0;0;;;;;;
39299;146;Исаковского ул., д. 33;3;0;0;;;;;;
39300;147;Митинская ул., д. 32;3;0;0;;;;;;
39301;148;Строгинский б-р, д. 14, к. 3;3;0;0;;;;;;
39302;149;Проспект Мира, д. 114;3;0;0;;;;;;
39303;150;Аэропорт Шереметьево, терминал С.;3;0;0;;;;;;
1623;151;Спортивная ( Северный );1;0;0;53;Спортивная;Спортивная;8;Сокольническая линия;Сокольническая
39304;151;Коровинское шоссе., д. 25/30;3;0;0;;;;;;
1624;152;Спортивная ( Южный );1;0;0;53;Спортивная;Спортивная;8;Сокольническая линия;Сокольническая
39305;152;Онежская ул., д. 28;3;0;0;;;;;;
39306;153;Фестивальная ул., д. 17;3;0;0;;;;;;
39307;154;Бусиновская горка ул., д. 2-3;3;0;0;;;;;;
39308;155;Бутырская ул., д. 93;3;0;0;;;;;;
39309;156;Дмитровское шоссе., д. 99,  к. 1;3;0;0;;;;;;
39310;157;Открытое шоссе., д. 5А, (напротив)      ;3;0;0;;;;;;
39311;158;Бутырская ул., д. 9;3;0;0;;;;;;
39312;159;Плещеева ул., д. 8;3;0;0;;;;;;
39313;160;Миллионная ул., д. 15, к. 3;3;0;0;;;;;;
1599;161;Воробьёвы горы (Южный верхн.);1;0;0;56;Воробьевы горы;Воробьевы горы;8;Сокольническая линия;Сокольническая
39314;161;Широкая ул., д. 9;3;0;0;;;;;;
1600;162;Воробьёвы горы (Южный нижн.);1;0;0;56;Воробьевы горы;Воробьевы горы;8;Сокольническая линия;Сокольническая
39315;162;Свободный проспект, д. 22, стр. 4;3;0;0;;;;;;
1598;163;Воробьёвы горы (Северный);1;0;0;56;Воробьевы горы;Воробьевы горы;8;Сокольническая линия;Сокольническая
39316;163;Зеленый проспект, д. 60;3;0;0;;;;;;
39317;164;Славянский бульвар, д. 3;3;0;0;;;;;;
39318;165;Фестивальная ул., д. 13;3;0;0;;;;;;
39319;166;Хорошевское шоссе., д. 88;3;0;0;;;;;;
39320;167;Хорошевское шоссе., д. 1;3;0;0;;;;;;
39321;168;Енисейская ул., вл. 17;3;0;0;;;;;;
39322;169;Булатниковский проезд, д. 6/1;3;0;0;;;;;;
39323;170;Авиамоторная ул., д. 22/18;3;0;0;;;;;;
1627;171;Университет ( Северный );1;0;0;59;Университет;Университет;8;Сокольническая линия;Сокольническая
39324;171;Обручева ул., д. 15;3;0;0;;;;;;
1628;172;Университет ( Южный );1;0;0;59;Университет;Университет;8;Сокольническая линия;Сокольническая
39325;172;Проспект Вернадского, д. 9;3;0;0;;;;;;
39326;173;Каширское шоссе, д. 78 А (напротив);3;0;0;;;;;;
39327;174;Каширское шоссе, д. 45, стр. 21;3;0;0;;;;;;
39328;175;Сходненская ул., д. 37;3;0;0;;;;;;
39329;176;Русаковская ул., д.26Б, стр. 1;3;0;0;;;;;;
39330;177;Каширское шоссе, д. 80Г, стр. 2;3;0;0;;;;;;
39331;178;Каширское шоссе, д. 108, к. 1;3;0;0;;;;;;
39332;179;Большая Тульская ул., д. 10;3;0;0;;;;;;
39333;180;Каширское шоссе, д. 40, к. 2;3;0;0;;;;;;
39334;181;Аэропорт Шереметьево, терминал B;3;0;0;;;;;;
1614;181;Проспект Вернадского ( Северный );1;0;0;62;Проспект Вернадского;Пр-т Вернадск. СЛ;8;Сокольническая линия;Сокольническая
39335;182;Варшавское шоссе, д. 158, к. 1;3;0;0;;;;;;
1615;182;Проспект Вернадского ( Южный );1;0;0;62;Проспект Вернадского;Пр-т Вернадск. СЛ;8;Сокольническая линия;Сокольническая
39336;183;Аэропорт Шереметьево, терминал E;3;0;0;;;;;;
39337;184;Каширское шоссе, д. 57, к. 1;3;0;0;;;;;;
39338;185;Каширское шоссе, д. 67А;3;0;0;;;;;;
39339;186;Ярославское шоссе (дублер), д. 133;3;0;0;;;;;;
39340;187;Каширское шоссе, д. 148;3;0;0;;;;;;
39341;188;Ореховый бульвар, д. 14Г;3;0;0;;;;;;
39342;189;Каширское шоссе, д. 52;3;0;0;;;;;;
39343;190;Каширское шоссе, д. 76, к. 1;3;0;0;;;;;;
1633;191;Юго-западная ( Северный );1;0;0;65;Юго-западная;Юго-западная;8;Сокольническая линия;Сокольническая
39344;191;Каширское шоссе, д. 64, к. 1;3;0;0;;;;;;
1634;192;Юго-западная ( Южный );1;0;0;65;Юго-западная;Юго-западная;8;Сокольническая линия;Сокольническая
39345;192;Каширское шоссе, д. 31, стр. 2;3;0;0;;;;;;
39346;193;Открытое шоссе, д. 31, стр.1. (ост. Детский санаторий);3;0;0;;;;;;
39347;194;Варшавское шоссе, д. 143А;3;0;0;;;;;;
39348;195;Большая Садовая ул., д. 8, стр. 1;3;0;0;;;;;;
39349;196;Садовая-Кудринская ул., д. 22, стр. 2;3;0;0;;;;;;
39350;197;Садовая-Кудринская ул., д. 32, стр. 1;3;0;0;;;;;;
39351;198;Садовая-Кудринская ул., д. 4, стр. 3;3;0;0;;;;;;
39352;199;Рязанский проспект, д. 45, к. 1;3;0;0;;;;;;
39353;200;Рязанский проспект, д. 32, к. 3;3;0;0;;;;;;
1372;201;Красногвардейская ( Северный );1;1;0;68;Красногвардейская;Красногвардейск.;9;Замоскворецкая линия;Замоскворецкая
39354;201;Проспект Мира, д. 169;3;0;0;;;;;;
1373;202;Красногвардейская ( Южный );1;1;0;68;Красногвардейская;Красногвардейск.;9;Замоскворецкая линия;Замоскворецкая
39355;202;Большая Черкизовская ул., д. 3, к. 1;3;0;0;;;;;;
39356;203;Рязанский проспект, д. 75;3;0;0;;;;;;
39357;204;Большая Якиманка ул., д. 45 (Житная ул., д. 16);3;0;0;;;;;;
39358;205;Ленинградский проспект, д.74А;3;0;0;;;;;;
39359;206;Ленинградский проспект, д. 64, стр. 11;3;0;0;;;;;;
39360;207;Ярославское шоссе, д. 67;3;0;0;;;;;;
39361;208;Проспект Мира, д. 142, стр. 1;3;0;0;;;;;;
39362;209;Ленинградский проспект, д. 36, стр.61;3;0;0;;;;;;
39363;210;Ленинградский проспект, д. 36, стр. 60;3;0;0;;;;;;
1364;211;Домодедовская ( Северный );1;1;0;71;Домодедовская;Домодедовская;9;Замоскворецкая линия;Замоскворецкая
39364;211;Смоленская площадь, д. 6, стр. 1;3;0;0;;;;;;
1365;212;Домодедовская ( Южный );1;1;0;71;Домодедовская;Домодедовская;9;Замоскворецкая линия;Замоскворецкая
39365;212;Проспект Мира, д. 95, стр. 4 (дублер);3;0;0;;;;;;
39366;213;Можайское шоссе., д. 8;3;0;0;;;;;;
39367;214;Каширское шоссе, д. 16, к. 1;3;0;0;;;;;;
39368;215;Каширское шоссе, д. 49, стр. 61;3;0;0;;;;;;
39369;216;Каширское шоссе, д. 21;3;0;0;;;;;;
39370;217;пос. Вороновское, Варшавское ш., 64-й км., д. 1, стр. 47;3;0;0;;;;;;
39371;218;Чистые пруды ул., д.2;3;0;0;;;;;;
39372;219;Аэропорт Шереметьево, терминал F;3;0;0;;;;;;
39373;220;Улица 1905 года, д.25;3;0;0;;;;;;
1377;221;Орехово ( Северный );1;0;0;74;Орехово;Орехово;9;Замоскворецкая линия;Замоскворецкая
39374;221;Серпуховская пл., д. 36/71, стр. 1;3;0;0;;;;;;
1378;222;Орехово ( Южный );1;0;0;74;Орехово;Орехово;9;Замоскворецкая линия;Замоскворецкая
39375;222;Заморёнова ул., д.30/1 (авт. круг);3;0;0;;;;;;
39376;223;Зубовский бульв., д. 13, стр. 1;3;0;0;;;;;;
39377;224;1-ая Тверская-Ямская д.1\3 стр.2;3;0;0;;;;;;
39378;225;Зубовский бульв., д. 2, стр. 1;3;0;0;;;;;;
39379;226;Зацепский Вал, д. 4 стр.2;3;0;0;;;;;;
39380;227;Зацепский Вал, д. 14;3;0;0;;;;;;
39381;228;Валовая ул., д. 8/18;3;0;0;;;;;;
39382;229;Садовая-Сухаревская ул., д. 8/12;3;0;0;;;;;;
39383;230;Смоленская Сенная пл., д. 32/34;3;0;0;;;;;;
1389;231;Царицыно ( Северный );1;1;0;77;Царицыно;Царицыно;9;Замоскворецкая линия;Замоскворецкая
39384;231;Красная Пресня ул., д. 2;3;0;0;;;;;;
1390;232;Царицыно ( Южный );1;1;0;77;Царицыно;Царицыно;9;Замоскворецкая линия;Замоскворецкая
39385;232;Красная Пресня ул., д.1 стр.Б;3;0;0;;;;;;
39386;233;Зубовский бульв., д. 4;3;0;0;;;;;;
39387;234;1-ая Тверская-Ямская д.29 стр.1 напротив;3;0;0;;;;;;
39388;235;Гоголевский бульвар, д. 2/18.;3;0;0;;;;;;
39389;236;Москворецкая наб. четная сторона, ост. «Зарядье» от центра ;3;0;0;;;;;;
39390;237;Ленинградский проспект, д. 73;3;0;0;;;;;;
39391;238;Измайловское ш., д. 69Д;3;0;0;;;;;;
39392;239;Крымский Вал, д. 8, к. 2;3;0;0;;;;;;
39393;240;Ленинский проспект, д. 2А;3;0;0;;;;;;
1366;241;Кантемировская ( Северный );1;0;0;80;Кантемировская;Кантемировская;9;Замоскворецкая линия;Замоскворецкая
39394;241;Смоленский бульвар, д. 22/14;3;0;0;;;;;;
39395;242;Москворецкая наб. ост. «Китайгородский проезд» от центра ;3;0;0;;;;;;
1367;242;Кантемировская ( Южный );1;0;0;80;Кантемировская;Кантемировская;9;Замоскворецкая линия;Замоскворецкая
39396;243;Земляной Вал, д. 62;3;0;0;;;;;;
39397;244;Житная ул., д. 10;3;0;0;;;;;;
39398;245;Житная ул., д. 16;3;0;0;;;;;;
39399;246;Смоленский бульвар, д. 4;3;0;0;;;;;;
39400;247;Варварка ул., д. 3;3;0;0;;;;;;
39401;248;Варварка ул., д. 2;3;0;0;;;;;;
39402;249;Земляной Вал, д. 52/16;3;0;0;;;;;;
39403;250;Москворецкая наб. нечетная сторона, ост. «Зарядье» в центр;3;0;0;;;;;;
39404;251;Садовая-Самотечная ул., д. 20;3;0;0;;;;;;
1368;251;Каширская (Второй );1;0;0;1965;Каширская;Каширская;1749;Большая кольцевая линия;БКЛ
39405;252;Садовая-Спасская ул., д. 20;3;0;0;;;;;;
1369;252;Каширская (Первый );1;0;0;1965;Каширская;Каширская;1749;Большая кольцевая линия;БКЛ
39406;253;Измайловское ш. д. 69Г со стороны парка   ;3;0;0;;;;;;
39407;254;Садовая-Спасская ул., д. 16/18;3;0;0;;;;;;
39408;255;Панкратьевский переулок, д.2;3;0;0;;;;;;
39409;256;Славянская пл., ост. «Метро Китай-Город»;3;0;0;;;;;;
39410;257;Москворецкая наб. возле Китайгородского пр., д. 9, стр.2;3;0;0;;;;;;
39411;258;Варварка ул., д. 15, стр. 2;3;0;0;;;;;;
39412;259;Славянская пл., д. 4-2/5, стр. 4;3;0;0;;;;;;
39413;260;Земляной Вал, д. 42;3;0;0;;;;;;
39414;261;Измайловское ш., д. 69Д, стр. 2;3;0;0;;;;;;
1444;261;Каховская (Первый);1;0;0;1923;Каховская;Каховская;1749;Большая кольцевая линия;БКЛ
1445;262;Каховская (Второй);1;0;0;1923;Каховская;Каховская;1749;Большая кольцевая линия;БКЛ
39415;262;Земляной Вал, д. 14-16, стр. 1;3;0;0;;;;;;
39416;263;Профсоюзная ул., д. 4;3;0;0;;;;;;
40196;263;Севастопольская кассы;1;0;0;1923;Каховская;Каховская;1749;Большая кольцевая линия;БКЛ
39417;264;Садовая-Самотечная ул., д. 4А;3;0;0;;;;;;
39418;265;Садовая-Каретная ул., д. 20, стр. 1;3;0;0;;;;;;
39419;266;Дмитрия Ульянова ул., д. 24/1;3;0;0;;;;;;
39420;267;Земляной Вал, д. 33;3;0;0;;;;;;
39421;268;Садовая-Каретная ул., д. 4-6, стр. 1;3;0;0;;;;;;
39422;269;ул. Земляной Вал, д. 26, стр. 1;3;0;0;;;;;;
39423;270;Садовая-Черногрязская ул., д. 14/19, к. 2;3;0;0;;;;;;
39424;271;Земляной Вал, д. 27, стр.1 ;3;0;0;;;;;;
1442;271;Варшавская (Первый);1;0;0;1950;Варшавская;Варшавская;1749;Большая кольцевая линия;БКЛ
39425;272;Садовая-Черногрязская ул., д. 4, стр. 1;3;0;0;;;;;;
1443;272;Варшавская (Второй);1;0;0;1950;Варшавская;Варшавская;1749;Большая кольцевая линия;БКЛ
39426;273;Земляной Вал, д. 2;3;0;0;;;;;;
39427;274;Земляной Вал, д. 50А, стр.3;3;0;0;;;;;;
39428;275;Волгоградский проспект, д.  119 ;3;0;0;;;;;;
39429;276;Нижняя Радищевская улица, д. 12, стр.1;3;0;0;;;;;;
39430;277;Варшавское шоссе, влд. 170 (м. Анино);3;0;0;;;;;;
39431;278;Садово-Триумфальная улица, д.16;3;0;0;;;;;;
39432;279;Зеленоград, 4 микрорайон, к.433;3;0;0;;;;;;
39433;280;Горбунова улица, д.2, с.2 (напротив);3;0;0;;;;;;
1370;281;Коломенская ( Северный );1;0;0;83;Коломенская;Коломенская;9;Замоскворецкая линия;Замоскворецкая
39434;281;Толбухина улица д. 13, к.2;3;0;0;;;;;;
1371;282;Коломенская ( Южный );1;0;0;83;Коломенская;Коломенская;9;Замоскворецкая линия;Замоскворецкая
1350;291;Автозаводская ( Северный );1;0;0;86;Автозаводская;Автозаводская;9;Замоскворецкая линия;Замоскворецкая
1351;292;Автозаводская ( Южный );1;0;0;86;Автозаводская;Автозаводская;9;Замоскворецкая линия;Замоскворецкая
1379;301;Павелецкая ЗЛ;1;0;0;89;Павелецкая ЗЛ;Павелецкая ЗЛ;9;Замоскворецкая линия;Замоскворецкая
39727;302;Павелецкая Кольцевая кассы;1;0;0;89;Павелецкая ЗЛ;Павелецкая ЗЛ;9;Замоскворецкая линия;Замоскворецкая
40816;307;1864 ООО "Алимпис";3;0;0;;;;;;
1376;311;Новокузнецкая;1;0;0;91;Новокузнецкая;Новокузнецкая;9;Замоскворецкая линия;Замоскворецкая
1385;321;Технопарк(Первый);1;0;0;1697;Технопарк;Технопарк;9;Замоскворецкая линия;Замоскворецкая
1384;322;Технопарк(Второй);1;0;0;1697;Технопарк;Технопарк;9;Замоскворецкая линия;Замоскворецкая
39023;323;Технопарк(АПБ);1;0;0;1697;Технопарк;Технопарк;9;Замоскворецкая линия;Замоскворецкая
1387;331;Ховрино (Северный);1;1;0;1752;Ховрино;Ховрино;9;Замоскворецкая линия;Замоскворецкая
1388;332;Ховрино (Южный);1;1;0;1752;Ховрино;Ховрино;9;Замоскворецкая линия;Замоскворецкая
40554;333;333;3;0;1;;;;;;
39024;333;Ховрино (АПБ);1;0;0;1752;Ховрино;Ховрино;9;Замоскворецкая линия;Замоскворецкая
39025;334;Ховрино (АПБ2);1;0;0;1752;Ховрино;Ховрино;9;Замоскворецкая линия;Замоскворецкая
40115;341;1870 Регион СТ;3;0;0;94;СбТ 172 регион;СбТ 172 регион;4;Наземный городской пассажирский транспорт;НГПТ
1375;341;Маяковская (Южный);1;0;0;95;Маяковская;Маяковская;9;Замоскворецкая линия;Замоскворецкая
1374;342;Маяковская (Северный);1;0;0;95;Маяковская;Маяковская;9;Замоскворецкая линия;Замоскворецкая
1357;351;Белорусская ЗЛ;1;0;0;97;Белорусская ЗЛ;Белорусская ЗЛ;9;Замоскворецкая линия;Замоскворецкая
40122;352;2001 Регион СТ;3;0;0;94;СбТ 172 регион;СбТ 172 регион;4;Наземный городской пассажирский транспорт;НГПТ
1362;361;Динамо ( Северный );1;0;0;99;Динамо;Динамо;9;Замоскворецкая линия;Замоскворецкая
1363;362;Динамо ( Южный );1;0;0;99;Динамо;Динамо;9;Замоскворецкая линия;Замоскворецкая
1354;371;Аэропорт ( Северный );1;0;0;102;Аэропорт;Аэропорт;9;Замоскворецкая линия;Замоскворецкая
1355;372;Аэропорт ( Южный );1;0;0;102;Аэропорт;Аэропорт;9;Замоскворецкая линия;Замоскворецкая
1382;381;Сокол ( Сев./Зап. );1;0;0;105;Сокол;Сокол;9;Замоскворецкая линия;Замоскворецкая
1383;382;Сокол ( Южн./Вост. );1;0;0;105;Сокол;Сокол;9;Замоскворецкая линия;Замоскворецкая
1360;391;Войковская ( Северный );1;0;0;108;Войковская;Войковская;9;Замоскворецкая линия;Замоскворецкая
1361;392;Войковская ( Южный );1;0;0;108;Войковская;Войковская;9;Замоскворецкая линия;Замоскворецкая
1358;401;Водный Стадион ( Северный );1;0;0;111;Водный Стадион;Водный Стадион;9;Замоскворецкая линия;Замоскворецкая
1359;402;Водный Стадион ( Южный );1;0;0;111;Водный Стадион;Водный Стадион;9;Замоскворецкая линия;Замоскворецкая
1380;411;Речной вокзал ( Северный );1;0;0;114;Речной вокзал;Речной вокзал;9;Замоскворецкая линия;Замоскворецкая
1381;412;Речной вокзал ( Южный );1;0;0;114;Речной вокзал;Речной вокзал;9;Замоскворецкая линия;Замоскворецкая
1299;421;Киевская АПЛ;1;0;0;126;Киевская АПЛ;Киевская АПЛ;12;Арбатско-Покровская линия;Арбатско-Покровская
1300;422;резерв;1;0;0;;;;;;
1324;431;Смоленская АПЛ;1;0;0;129;Смоленская АПЛ;Смоленская АПЛ;12;Арбатско-Покровская линия;Арбатско-Покровская
1293;441;Арбатская АПЛ;1;0;0;131;Арбатская АПЛ;Арбатская АПЛ;12;Арбатско-Покровская линия;Арбатско-Покровская
1318;451;Площадь Революции ( Объединенный );1;0;0;133;Площадь Революции;Пл. Революции;12;Арбатско-Покровская линия;Арбатско-Покровская
1317;452;Площадь Революции ( Никольский );1;0;0;133;Площадь Революции;Пл. Революции;12;Арбатско-Покровская линия;Арбатско-Покровская
1305;461;Курская АПЛ;1;0;0;136;Курская АПЛ;Курская АПЛ;12;Арбатско-Покровская линия;Арбатско-Покровская
1294;471;Бауманская;1;0;0;138;Бауманская;Бауманская;12;Арбатско-Покровская линия;Арбатско-Покровская
1329;481;Электрозаводская АПЛ;1;0;0;140;Электрозаводская АПЛ;Электрозав-я АПЛ;12;Арбатско-Покровская линия;Арбатско-Покровская
40817;484;1867 ООО "Антарес";3;0;0;;;;;;
1321;491;Семёновская;1;0;0;142;Семеновская;Семеновская;12;Арбатско-Покровская линия;Арбатско-Покровская
1314;501;Партизанская;1;1;0;144;Партизанская;Партизанская;12;Арбатско-Покровская линия;Арбатско-Покровская
39767;503;1944 ООО "У Метро";3;0;0;;;;;;
39784;508;1919 ООО "У Метро";3;0;0;;;;;;
1297;511;Измайловская ( Восточный );1;1;0;146;Измайловская;Измайловская;12;Арбатско-Покровская линия;Арбатско-Покровская
1298;512;Измайловская ( Западный );1;1;0;146;Измайловская;Измайловская;12;Арбатско-Покровская линия;Арбатско-Покровская
1315;521;Первомайская ( Северный );1;0;0;149;Первомайская;Первомайская;12;Арбатско-Покровская линия;Арбатско-Покровская
1316;522;Первомайская ( Южный );1;0;0;149;Первомайская;Первомайская;12;Арбатско-Покровская линия;Арбатско-Покровская
1327;531;Щёлковская ( Северный );1;0;0;152;Щёлковская;Щёлковская;12;Арбатско-Покровская линия;Арбатско-Покровская
1328;532;Щёлковская ( Южный );1;0;0;152;Щёлковская;Щёлковская;12;Арбатско-Покровская линия;Арбатско-Покровская
1699;541;Александровский сад ( Новый Арбат );1;0;0;155;Александровский сад;Александр. сад;13;Филёвская линия;Филёвская
1698;542;Александровский сад (Алекс. сад);1;0;0;155;Александровский сад;Александр. сад;13;Филёвская линия;Филёвская
40093;545;1866 Регион СТ;3;0;0;94;СбТ 172 регион;СбТ 172 регион;4;Наземный городской пассажирский транспорт;НГПТ
1700;551;Арбатская М/З;1;0;0;158;Арбатская ФЛ;Арбатская ФЛ;13;Филёвская линия;Филёвская
1709;561;Смоленская М/З;1;0;0;160;Смоленская ФЛ;Смоленская ФЛ;13;Филёвская линия;Филёвская
39786;568;1921 ООО "У Метро";3;0;0;;;;;;
1356;571;Беломорская;1;1;0;1772;Беломорская;Беломорская;9;Замоскворецкая линия;Замоскворецкая
1710;581;Студенческая;1;0;0;163;Студенческая;Студенческая;13;Филёвская линия;Филёвская
