RT_CODE;PARENT_RT_CODE;NAME;ROUTE_NAME
500;492;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_1/ММ/МЦД МСК-МЦД МО_2;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
501;493;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_2/ММ/МЦД МСК-МЦД МО_1;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
502;492;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_1/ММ/МЦД МСК-ДП_2;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
503;493;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_2/ММ/МЦД МСК-ДП_1;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
504;490;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_1/ММТС;МГТ/МГТ/ММ/МЦД-М/ММ
505;491;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_2/ММТС;МГТ/МГТ/ММ/МЦД-М/ММ
506;490;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_1/МЦК;МГТ/МГТ/ММ/МЦД-М/ММ
507;491;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_2/МЦК;МГТ/МГТ/ММ/МЦД-М/ММ
508;506;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_1/МЦК/ММ;МГТ/МГТ/ММ/МЦД-М/ММ
509;507;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_2/МЦК/ММ;МГТ/МГТ/ММ/МЦД-М/ММ
510;506;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_1/МЦК/МЦД МСК-МЦД МСК_2;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М
511;507;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_2/МЦК/МЦД МСК-МЦД МСК_1;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М
512;506;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_1/МЦК/МЦД МСК-МЦД МО_2;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
513;507;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_2/МЦК/МЦД МСК-МЦД МО_1;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
514;506;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_1/МЦК/МЦД МСК-ДП_2;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
515;507;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_2/МЦК/МЦД МСК-ДП_1;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
516;490;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2;МГТ/МГТ/ММ/МЦД-М/МЦД-М
517;491;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1;МГТ/МГТ/ММ/МЦД-М/МЦД-М
518;516;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2/ММ;МГТ/МГТ/ММ/МЦД-М/МЦД-М/ММ
519;517;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1/ММ;МГТ/МГТ/ММ/МЦД-М/МЦД-М/ММ
520;516;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2/ММТС;МГТ/МГТ/ММ/МЦД-М/МЦД-М/ММ
521;517;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1/ММТС;МГТ/МГТ/ММ/МЦД-М/МЦД-М/ММ
522;516;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2/МЦК;МГТ/МГТ/ММ/МЦД-М/МЦД-М/ММ
523;517;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1/МЦК;МГТ/МГТ/ММ/МЦД-М/МЦД-М/ММ
524;490;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МО_2;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
525;491;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МО_1;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
526;490;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_1/МЦД МСК-ДП_2;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
527;491;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_2/МЦД МСК-ДП_1;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
528;463;МГТ/МГТ/ММ/МЦД МСК-МЦД МО_1;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
529;463;МГТ/МГТ/ММ/МЦД МСК-МЦД МО_2;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
530;463;МГТ/МГТ/ММ/МЦД МСК-ДП_1;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
531;463;МГТ/МГТ/ММ/МЦД МСК-ДП_2;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
532;462;МГТ/МГТ/ММТС;МГТ/МГТ/ММ
533;532;МГТ/МГТ/ММТС/ММ;МГТ/МГТ/ММ
534;533;МГТ/МГТ/ММТС/ММ/МЦК;МГТ/МГТ/ММ
535;534;МГТ/МГТ/ММТС/ММ/МЦК/ММ;МГТ/МГТ/ММ
536;534;МГТ/МГТ/ММТС/ММ/МЦК/МЦД МСК-МЦД МСК_1;МГТ/МГТ/ММ/МЦД-М
537;534;МГТ/МГТ/ММТС/ММ/МЦК/МЦД МСК-МЦД МСК_2;МГТ/МГТ/ММ/МЦД-М
538;534;МГТ/МГТ/ММТС/ММ/МЦК/МЦД МСК-МЦД МО_1;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
539;534;МГТ/МГТ/ММТС/ММ/МЦК/МЦД МСК-МЦД МО_2;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
540;534;МГТ/МГТ/ММТС/ММ/МЦК/МЦД МСК-ДП_1;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
541;534;МГТ/МГТ/ММТС/ММ/МЦК/МЦД МСК-ДП_2;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
542;533;МГТ/МГТ/ММТС/ММ/МЦД МСК-МЦД МСК_1;МГТ/МГТ/ММ/МЦД-М
543;533;МГТ/МГТ/ММТС/ММ/МЦД МСК-МЦД МСК_2;МГТ/МГТ/ММ/МЦД-М
544;542;МГТ/МГТ/ММТС/ММ/МЦД МСК-МЦД МСК_1/ММ;МГТ/МГТ/ММ/МЦД-М/ММ
545;543;МГТ/МГТ/ММТС/ММ/МЦД МСК-МЦД МСК_2/ММ;МГТ/МГТ/ММ/МЦД-М/ММ
546;542;МГТ/МГТ/ММТС/ММ/МЦД МСК-МЦД МСК_1/МЦК;МГТ/МГТ/ММ/МЦД-М/ММ
547;543;МГТ/МГТ/ММТС/ММ/МЦД МСК-МЦД МСК_2/МЦК;МГТ/МГТ/ММ/МЦД-М/ММ
548;542;МГТ/МГТ/ММТС/ММ/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2;МГТ/МГТ/ММ/МЦД-М/МЦД-М
549;543;МГТ/МГТ/ММТС/ММ/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1;МГТ/МГТ/ММ/МЦД-М/МЦД-М
550;542;МГТ/МГТ/ММТС/ММ/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МО_2;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
551;543;МГТ/МГТ/ММТС/ММ/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МО_1;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
552;542;МГТ/МГТ/ММТС/ММ/МЦД МСК-МЦД МСК_1/МЦД МСК-ДП_2;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
553;543;МГТ/МГТ/ММТС/ММ/МЦД МСК-МЦД МСК_2/МЦД МСК-ДП_1;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
554;533;МГТ/МГТ/ММТС/ММ/МЦД МСК-МЦД МО_1;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
555;533;МГТ/МГТ/ММТС/ММ/МЦД МСК-МЦД МО_2;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
556;533;МГТ/МГТ/ММТС/ММ/МЦД МСК-ДП_1;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
557;533;МГТ/МГТ/ММТС/ММ/МЦД МСК-ДП_2;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
558;532;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_1;МГТ/МГТ/ММ/МЦД-М
559;532;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_2;МГТ/МГТ/ММ/МЦД-М
560;558;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_1/ММ;МГТ/МГТ/ММ/МЦД-М/ММ
561;559;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_2/ММ;МГТ/МГТ/ММ/МЦД-М/ММ
562;560;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_1/ММ/МЦК;МГТ/МГТ/ММ/МЦД-М/ММ
563;561;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_2/ММ/МЦК;МГТ/МГТ/ММ/МЦД-М/ММ
564;560;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_1/ММ/МЦД МСК-МЦД МСК_2;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М
565;561;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_2/ММ/МЦД МСК-МЦД МСК_1;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М
566;560;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_1/ММ/МЦД МСК-МЦД МО_2;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
567;561;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_2/ММ/МЦД МСК-МЦД МО_1;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
568;560;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_1/ММ/МЦД МСК-ДП_2;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
569;561;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_2/ММ/МЦД МСК-ДП_1;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
570;558;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_1/МЦК;МГТ/МГТ/ММ/МЦД-М/ММ
571;559;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_2/МЦК;МГТ/МГТ/ММ/МЦД-М/ММ
572;570;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_1/МЦК/ММ;МГТ/МГТ/ММ/МЦД-М/ММ
573;571;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_2/МЦК/ММ;МГТ/МГТ/ММ/МЦД-М/ММ
574;570;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_1/МЦК/МЦД МСК-МЦД МСК_2;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М
575;571;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_2/МЦК/МЦД МСК-МЦД МСК_1;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М
576;570;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_1/МЦК/МЦД МСК-МЦД МО_2;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
577;571;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_2/МЦК/МЦД МСК-МЦД МО_1;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
578;570;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_1/МЦК/МЦД МСК-ДП_2;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
579;571;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_2/МЦК/МЦД МСК-ДП_1;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
580;558;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2;МГТ/МГТ/ММ/МЦД-М/МЦД-М
581;559;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1;МГТ/МГТ/ММ/МЦД-М/МЦД-М
582;580;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2/ММ;МГТ/МГТ/ММ/МЦД-М/МЦД-М/ММ
583;581;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1/ММ;МГТ/МГТ/ММ/МЦД-М/МЦД-М/ММ
584;580;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2/МЦК;МГТ/МГТ/ММ/МЦД-М/МЦД-М/ММ
585;581;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1/МЦК;МГТ/МГТ/ММ/МЦД-М/МЦД-М/ММ
586;558;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МО_2;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
587;559;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МО_1;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
588;558;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_1/МЦД МСК-ДП_2;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
589;559;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_2/МЦД МСК-ДП_1;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
590;532;МГТ/МГТ/ММТС/МЦД МСК-МЦД МО_1;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
591;532;МГТ/МГТ/ММТС/МЦД МСК-МЦД МО_2;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
592;532;МГТ/МГТ/ММТС/МЦД МСК-ДП_1;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
593;532;МГТ/МГТ/ММТС/МЦД МСК-ДП_2;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
594;462;МГТ/МГТ/МЦК;МГТ/МГТ/ММ
595;594;МГТ/МГТ/МЦК/ММ;МГТ/МГТ/ММ
596;595;МГТ/МГТ/МЦК/ММ/ММТС;МГТ/МГТ/ММ
597;595;МГТ/МГТ/МЦК/ММ/МЦД МСК-МЦД МСК_1;МГТ/МГТ/ММ/МЦД-М
598;595;МГТ/МГТ/МЦК/ММ/МЦД МСК-МЦД МСК_2;МГТ/МГТ/ММ/МЦД-М
599;597;МГТ/МГТ/МЦК/ММ/МЦД МСК-МЦД МСК_1/ММ;МГТ/МГТ/ММ/МЦД-М/ММ
600;598;МГТ/МГТ/МЦК/ММ/МЦД МСК-МЦД МСК_2/ММ;МГТ/МГТ/ММ/МЦД-М/ММ
601;597;МГТ/МГТ/МЦК/ММ/МЦД МСК-МЦД МСК_1/ММТС;МГТ/МГТ/ММ/МЦД-М/ММ
602;598;МГТ/МГТ/МЦК/ММ/МЦД МСК-МЦД МСК_2/ММТС;МГТ/МГТ/ММ/МЦД-М/ММ
603;597;МГТ/МГТ/МЦК/ММ/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2;МГТ/МГТ/ММ/МЦД-М/МЦД-М
604;598;МГТ/МГТ/МЦК/ММ/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1;МГТ/МГТ/ММ/МЦД-М/МЦД-М
605;597;МГТ/МГТ/МЦК/ММ/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МО_2;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
606;598;МГТ/МГТ/МЦК/ММ/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МО_1;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
607;597;МГТ/МГТ/МЦК/ММ/МЦД МСК-МЦД МСК_1/МЦД МСК-ДП_2;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
608;598;МГТ/МГТ/МЦК/ММ/МЦД МСК-МЦД МСК_2/МЦД МСК-ДП_1;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
609;595;МГТ/МГТ/МЦК/ММ/МЦД МСК-МЦД МО_1;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
610;595;МГТ/МГТ/МЦК/ММ/МЦД МСК-МЦД МО_2;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
611;595;МГТ/МГТ/МЦК/ММ/МЦД МСК-ДП_1;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
612;595;МГТ/МГТ/МЦК/ММ/МЦД МСК-ДП_2;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
613;594;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК_1;МГТ/МГТ/ММ/МЦД-М
614;594;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК_2;МГТ/МГТ/ММ/МЦД-М
615;613;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК_1/ММ;МГТ/МГТ/ММ/МЦД-М/ММ
616;614;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК_2/ММ;МГТ/МГТ/ММ/МЦД-М/ММ
617;615;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК_1/ММ/ММТС;МГТ/МГТ/ММ/МЦД-М/ММ
618;616;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК_2/ММ/ММТС;МГТ/МГТ/ММ/МЦД-М/ММ
619;615;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК_1/ММ/МЦД МСК-МЦД МСК_2;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М
620;616;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК_2/ММ/МЦД МСК-МЦД МСК_1;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М
621;615;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК_1/ММ/МЦД МСК-МЦД МО_2;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
622;616;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК_2/ММ/МЦД МСК-МЦД МО_1;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
623;615;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК_1/ММ/МЦД МСК-ДП_2;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
624;616;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК_2/ММ/МЦД МСК-ДП_1;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
625;613;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК_1/ММТС;МГТ/МГТ/ММ/МЦД-М/ММ
626;614;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК_2/ММТС;МГТ/МГТ/ММ/МЦД-М/ММ
627;613;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2;МГТ/МГТ/ММ/МЦД-М/МЦД-М
628;614;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1;МГТ/МГТ/ММ/МЦД-М/МЦД-М
629;627;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2/ММ;МГТ/МГТ/ММ/МЦД-М/МЦД-М/ММ
630;628;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1/ММ;МГТ/МГТ/ММ/МЦД-М/МЦД-М/ММ
631;627;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2/ММТС;МГТ/МГТ/ММ/МЦД-М/МЦД-М/ММ
632;628;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1/ММТС;МГТ/МГТ/ММ/МЦД-М/МЦД-М/ММ
633;613;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МО_2;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
634;614;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МО_1;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
635;613;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК_1/МЦД МСК-ДП_2;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
636;614;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК_2/МЦД МСК-ДП_1;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
637;594;МГТ/МГТ/МЦК/МЦД МСК-МЦД МО_1;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
638;594;МГТ/МГТ/МЦК/МЦД МСК-МЦД МО_2;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
639;594;МГТ/МГТ/МЦК/МЦД МСК-ДП_1;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
640;594;МГТ/МГТ/МЦК/МЦД МСК-ДП_2;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
641;462;МГТ/МГТ/МГТ;МГТ/МГТ
642;462;МГТ/МГТ/МЦД МСК-МЦД МСК_1;МГТ/МГТ/МЦД-М
643;462;МГТ/МГТ/МЦД МСК-МЦД МСК_2;МГТ/МГТ/МЦД-М
644;642;МГТ/МГТ/МЦД МСК-МЦД МСК_1/ММ;МГТ/МГТ/МЦД-М/ММ
645;643;МГТ/МГТ/МЦД МСК-МЦД МСК_2/ММ;МГТ/МГТ/МЦД-М/ММ
646;644;МГТ/МГТ/МЦД МСК-МЦД МСК_1/ММ/ММТС;МГТ/МГТ/МЦД-М/ММ
647;645;МГТ/МГТ/МЦД МСК-МЦД МСК_2/ММ/ММТС;МГТ/МГТ/МЦД-М/ММ
648;644;МГТ/МГТ/МЦД МСК-МЦД МСК_1/ММ/МЦК;МГТ/МГТ/МЦД-М/ММ
649;645;МГТ/МГТ/МЦД МСК-МЦД МСК_2/ММ/МЦК;МГТ/МГТ/МЦД-М/ММ
650;648;МГТ/МГТ/МЦД МСК-МЦД МСК_1/ММ/МЦК/ММ;МГТ/МГТ/МЦД-М/ММ
651;649;МГТ/МГТ/МЦД МСК-МЦД МСК_2/ММ/МЦК/ММ;МГТ/МГТ/МЦД-М/ММ
652;648;МГТ/МГТ/МЦД МСК-МЦД МСК_1/ММ/МЦК/МЦД МСК-МЦД МСК_2;МГТ/МГТ/МЦД-М/ММ/МЦД-М
653;649;МГТ/МГТ/МЦД МСК-МЦД МСК_2/ММ/МЦК/МЦД МСК-МЦД МСК_1;МГТ/МГТ/МЦД-М/ММ/МЦД-М
654;648;МГТ/МГТ/МЦД МСК-МЦД МСК_1/ММ/МЦК/МЦД МСК-МЦД МО_2;МГТ/МГТ/МЦД-М/ММ/МЦД-М-МЦД-МО
655;649;МГТ/МГТ/МЦД МСК-МЦД МСК_2/ММ/МЦК/МЦД МСК-МЦД МО_1;МГТ/МГТ/МЦД-М/ММ/МЦД-М-МЦД-МО
656;648;МГТ/МГТ/МЦД МСК-МЦД МСК_1/ММ/МЦК/МЦД МСК-ДП_2;МГТ/МГТ/МЦД-М/ММ/МЦД-М-МЦД-МО
657;649;МГТ/МГТ/МЦД МСК-МЦД МСК_2/ММ/МЦК/МЦД МСК-ДП_1;МГТ/МГТ/МЦД-М/ММ/МЦД-М-МЦД-МО
658;644;МГТ/МГТ/МЦД МСК-МЦД МСК_1/ММ/МЦД МСК-МЦД МСК_2;МГТ/МГТ/МЦД-М/ММ/МЦД-М
659;645;МГТ/МГТ/МЦД МСК-МЦД МСК_2/ММ/МЦД МСК-МЦД МСК_1;МГТ/МГТ/МЦД-М/ММ/МЦД-М
660;658;МГТ/МГТ/МЦД МСК-МЦД МСК_1/ММ/МЦД МСК-МЦД МСК_2/ММ;МГТ/МГТ/МЦД-М/ММ/МЦД-М/ММ
661;659;МГТ/МГТ/МЦД МСК-МЦД МСК_2/ММ/МЦД МСК-МЦД МСК_1/ММ;МГТ/МГТ/МЦД-М/ММ/МЦД-М/ММ
662;658;МГТ/МГТ/МЦД МСК-МЦД МСК_1/ММ/МЦД МСК-МЦД МСК_2/ММТС;МГТ/МГТ/МЦД-М/ММ/МЦД-М/ММ
663;659;МГТ/МГТ/МЦД МСК-МЦД МСК_2/ММ/МЦД МСК-МЦД МСК_1/ММТС;МГТ/МГТ/МЦД-М/ММ/МЦД-М/ММ
664;658;МГТ/МГТ/МЦД МСК-МЦД МСК_1/ММ/МЦД МСК-МЦД МСК_2/МЦК;МГТ/МГТ/МЦД-М/ММ/МЦД-М/ММ
665;659;МГТ/МГТ/МЦД МСК-МЦД МСК_2/ММ/МЦД МСК-МЦД МСК_1/МЦК;МГТ/МГТ/МЦД-М/ММ/МЦД-М/ММ
666;644;МГТ/МГТ/МЦД МСК-МЦД МСК_1/ММ/МЦД МСК-МЦД МО_2;МГТ/МГТ/МЦД-М/ММ/МЦД-М-МЦД-МО
667;645;МГТ/МГТ/МЦД МСК-МЦД МСК_2/ММ/МЦД МСК-МЦД МО_1;МГТ/МГТ/МЦД-М/ММ/МЦД-М-МЦД-МО
668;644;МГТ/МГТ/МЦД МСК-МЦД МСК_1/ММ/МЦД МСК-ДП_2;МГТ/МГТ/МЦД-М/ММ/МЦД-М-МЦД-МО
669;645;МГТ/МГТ/МЦД МСК-МЦД МСК_2/ММ/МЦД МСК-ДП_1;МГТ/МГТ/МЦД-М/ММ/МЦД-М-МЦД-МО
670;642;МГТ/МГТ/МЦД МСК-МЦД МСК_1/ММТС;МГТ/МГТ/МЦД-М/ММ
671;643;МГТ/МГТ/МЦД МСК-МЦД МСК_2/ММТС;МГТ/МГТ/МЦД-М/ММ
672;642;МГТ/МГТ/МЦД МСК-МЦД МСК_1/МЦК;МГТ/МГТ/МЦД-М/ММ
673;643;МГТ/МГТ/МЦД МСК-МЦД МСК_2/МЦК;МГТ/МГТ/МЦД-М/ММ
674;672;МГТ/МГТ/МЦД МСК-МЦД МСК_1/МЦК/ММ;МГТ/МГТ/МЦД-М/ММ
675;673;МГТ/МГТ/МЦД МСК-МЦД МСК_2/МЦК/ММ;МГТ/МГТ/МЦД-М/ММ
676;674;МГТ/МГТ/МЦД МСК-МЦД МСК_1/МЦК/ММ/ММТС;МГТ/МГТ/МЦД-М/ММ
677;675;МГТ/МГТ/МЦД МСК-МЦД МСК_2/МЦК/ММ/ММТС;МГТ/МГТ/МЦД-М/ММ
678;674;МГТ/МГТ/МЦД МСК-МЦД МСК_1/МЦК/ММ/МЦД МСК-МЦД МСК_2;МГТ/МГТ/МЦД-М/ММ/МЦД-М
679;675;МГТ/МГТ/МЦД МСК-МЦД МСК_2/МЦК/ММ/МЦД МСК-МЦД МСК_1;МГТ/МГТ/МЦД-М/ММ/МЦД-М
680;674;МГТ/МГТ/МЦД МСК-МЦД МСК_1/МЦК/ММ/МЦД МСК-МЦД МО_2;МГТ/МГТ/МЦД-М/ММ/МЦД-М-МЦД-МО
