RT_CODE;PARENT_RT_CODE;NAME;ROUTE_NAME
1464;725;МГТ/МЦД МСК-МЦД МСК_2/ММ/МЦК/ММ/МГТ;МГТ/МЦД-М/ММ/МГТ
1465;726;МГТ/МЦД МСК-МЦД МСК_1/ММ/МЦК/МЦД МСК-МЦД МСК_2/МГТ;МГТ/МЦД-М/ММ/МЦД-М/МГТ
1466;727;МГТ/МЦД МСК-МЦД МСК_2/ММ/МЦК/МЦД МСК-МЦД МСК_1/МГТ;МГТ/МЦД-М/ММ/МЦД-М/МГТ
1467;732;МГТ/МЦД МСК-МЦД МСК_1/ММ/МЦД МСК-МЦД МСК_2/МГТ;МГТ/МЦД-М/ММ/МЦД-М/МГТ
1468;733;МГТ/МЦД МСК-МЦД МСК_2/ММ/МЦД МСК-МЦД МСК_1/МГТ;МГТ/МЦД-М/ММ/МЦД-М/МГТ
1469;734;МГТ/МЦД МСК-МЦД МСК_1/ММ/МЦД МСК-МЦД МСК_2/ММ/МГТ;МГТ/МЦД-М/ММ/МЦД-М/ММ/МГТ
1470;735;МГТ/МЦД МСК-МЦД МСК_2/ММ/МЦД МСК-МЦД МСК_1/ММ/МГТ;МГТ/МЦД-М/ММ/МЦД-М/ММ/МГТ
1471;736;МГТ/МЦД МСК-МЦД МСК_1/ММ/МЦД МСК-МЦД МСК_2/ММТС/МГТ;МГТ/МЦД-М/ММ/МЦД-М/ММ/МГТ
1472;737;МГТ/МЦД МСК-МЦД МСК_2/ММ/МЦД МСК-МЦД МСК_1/ММТС/МГТ;МГТ/МЦД-М/ММ/МЦД-М/ММ/МГТ
1473;738;МГТ/МЦД МСК-МЦД МСК_1/ММ/МЦД МСК-МЦД МСК_2/МЦК/МГТ;МГТ/МЦД-М/ММ/МЦД-М/ММ/МГТ
1474;739;МГТ/МЦД МСК-МЦД МСК_2/ММ/МЦД МСК-МЦД МСК_1/МЦК/МГТ;МГТ/МЦД-М/ММ/МЦД-М/ММ/МГТ
1475;744;МГТ/МЦД МСК-МЦД МСК_1/ММТС/МГТ;МГТ/МЦД-М/ММ/МГТ
1476;745;МГТ/МЦД МСК-МЦД МСК_2/ММТС/МГТ;МГТ/МЦД-М/ММ/МГТ
1477;746;МГТ/МЦД МСК-МЦД МСК_1/МЦК/МГТ;МГТ/МЦД-М/ММ/МГТ
1478;747;МГТ/МЦД МСК-МЦД МСК_2/МЦК/МГТ;МГТ/МЦД-М/ММ/МГТ
1479;748;МГТ/МЦД МСК-МЦД МСК_1/МЦК/ММ/МГТ;МГТ/МЦД-М/ММ/МГТ
1480;749;МГТ/МЦД МСК-МЦД МСК_2/МЦК/ММ/МГТ;МГТ/МЦД-М/ММ/МГТ
1481;750;МГТ/МЦД МСК-МЦД МСК_1/МЦК/ММ/ММТС/МГТ;МГТ/МЦД-М/ММ/МГТ
1482;751;МГТ/МЦД МСК-МЦД МСК_2/МЦК/ММ/ММТС/МГТ;МГТ/МЦД-М/ММ/МГТ
1483;752;МГТ/МЦД МСК-МЦД МСК_1/МЦК/ММ/МЦД МСК-МЦД МСК_2/МГТ;МГТ/МЦД-М/ММ/МЦД-М/МГТ
1484;753;МГТ/МЦД МСК-МЦД МСК_2/МЦК/ММ/МЦД МСК-МЦД МСК_1/МГТ;МГТ/МЦД-М/ММ/МЦД-М/МГТ
1485;758;МГТ/МЦД МСК-МЦД МСК_1/МЦК/МЦД МСК-МЦД МСК_2/МГТ;МГТ/МЦД-М/ММ/МЦД-М/МГТ
1486;759;МГТ/МЦД МСК-МЦД МСК_2/МЦК/МЦД МСК-МЦД МСК_1/МГТ;МГТ/МЦД-М/ММ/МЦД-М/МГТ
1487;760;МГТ/МЦД МСК-МЦД МСК_1/МЦК/МЦД МСК-МЦД МСК_2/ММ/МГТ;МГТ/МЦД-М/ММ/МЦД-М/ММ/МГТ
1488;761;МГТ/МЦД МСК-МЦД МСК_2/МЦК/МЦД МСК-МЦД МСК_1/ММ/МГТ;МГТ/МЦД-М/ММ/МЦД-М/ММ/МГТ
1489;762;МГТ/МЦД МСК-МЦД МСК_1/МЦК/МЦД МСК-МЦД МСК_2/ММТС/МГТ;МГТ/МЦД-М/ММ/МЦД-М/ММ/МГТ
1490;763;МГТ/МЦД МСК-МЦД МСК_2/МЦК/МЦД МСК-МЦД МСК_1/ММТС/МГТ;МГТ/МЦД-М/ММ/МЦД-М/ММ/МГТ
1491;768;МГТ/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2/МГТ;МГТ/МЦД-М/МЦД-М/МГТ
1492;769;МГТ/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1/МГТ;МГТ/МЦД-М/МЦД-М/МГТ
1493;770;МГТ/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2/ММ/МГТ;МГТ/МЦД-М/МЦД-М/ММ/МГТ
1494;771;МГТ/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1/ММ/МГТ;МГТ/МЦД-М/МЦД-М/ММ/МГТ
1495;772;МГТ/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2/ММ/ММТС/МГТ;МГТ/МЦД-М/МЦД-М/ММ/МГТ
1496;773;МГТ/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1/ММ/ММТС/МГТ;МГТ/МЦД-М/МЦД-М/ММ/МГТ
1497;774;МГТ/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2/ММ/МЦК/МГТ;МГТ/МЦД-М/МЦД-М/ММ/МГТ
1498;775;МГТ/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1/ММ/МЦК/МГТ;МГТ/МЦД-М/МЦД-М/ММ/МГТ
1499;776;МГТ/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2/ММТС/МГТ;МГТ/МЦД-М/МЦД-М/ММ/МГТ
1500;777;МГТ/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1/ММТС/МГТ;МГТ/МЦД-М/МЦД-М/ММ/МГТ
1501;778;МГТ/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2/МЦК/МГТ;МГТ/МЦД-М/МЦД-М/ММ/МГТ
1502;779;МГТ/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1/МЦК/МГТ;МГТ/МЦД-М/МЦД-М/ММ/МГТ
1503;780;МГТ/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2/МЦК/ММ/МГТ;МГТ/МЦД-М/МЦД-М/ММ/МГТ
1504;781;МГТ/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1/МЦК/ММ/МГТ;МГТ/МЦД-М/МЦД-М/ММ/МГТ
1505;796;МЦД МСК-МЦД МСК_1/ММ/ММТС/МГТ/МГТ;МЦД-М/ММ/МГТ
1506;797;МЦД МСК-МЦД МСК_2/ММ/ММТС/МГТ/МГТ;МЦД-М/ММ/МГТ
1507;802;МЦД МСК-МЦД МСК_1/ММ/МЦК/ММ/МГТ/МГТ;МЦД-М/ММ/МГТ
1508;803;МЦД МСК-МЦД МСК_2/ММ/МЦК/ММ/МГТ/МГТ;МЦД-М/ММ/МГТ
1509;804;МЦД МСК-МЦД МСК_1/ММ/МЦК/МГТ/МГТ;МЦД-М/ММ/МГТ
1510;805;МЦД МСК-МЦД МСК_2/ММ/МЦК/МГТ/МГТ;МЦД-М/ММ/МГТ
1511;808;МЦД МСК-МЦД МСК_1/ММ/МЦК/МЦД МСК-МЦД МСК_2/МГТ/МГТ;МЦД-М/ММ/МЦД-М/МГТ
1512;809;МЦД МСК-МЦД МСК_2/ММ/МЦК/МЦД МСК-МЦД МСК_1/МГТ/МГТ;МЦД-М/ММ/МЦД-М/МГТ
1513;814;МЦД МСК-МЦД МСК_1/ММ/МГТ/МГТ;МЦД-М/ММ/МГТ
1514;815;МЦД МСК-МЦД МСК_2/ММ/МГТ/МГТ;МЦД-М/ММ/МГТ
1515;820;МЦД МСК-МЦД МСК_1/ММ/МЦД МСК-МЦД МСК_2/ММ/МГТ/МГТ;МЦД-М/ММ/МЦД-М/ММ/МГТ
1516;821;МЦД МСК-МЦД МСК_2/ММ/МЦД МСК-МЦД МСК_1/ММ/МГТ/МГТ;МЦД-М/ММ/МЦД-М/ММ/МГТ
1517;824;МЦД МСК-МЦД МСК_1/ММ/МЦД МСК-МЦД МСК_2/ММТС/МГТ/МГТ;МЦД-М/ММ/МЦД-М/ММ/МГТ
1518;825;МЦД МСК-МЦД МСК_2/ММ/МЦД МСК-МЦД МСК_1/ММТС/МГТ/МГТ;МЦД-М/ММ/МЦД-М/ММ/МГТ
1519;828;МЦД МСК-МЦД МСК_1/ММ/МЦД МСК-МЦД МСК_2/МЦК/МГТ/МГТ;МЦД-М/ММ/МЦД-М/ММ/МГТ
1520;829;МЦД МСК-МЦД МСК_2/ММ/МЦД МСК-МЦД МСК_1/МЦК/МГТ/МГТ;МЦД-М/ММ/МЦД-М/ММ/МГТ
1521;830;МЦД МСК-МЦД МСК_1/ММ/МЦД МСК-МЦД МСК_2/МГТ/МГТ;МЦД-М/ММ/МЦД-М/МГТ
1522;831;МЦД МСК-МЦД МСК_2/ММ/МЦД МСК-МЦД МСК_1/МГТ/МГТ;МЦД-М/ММ/МЦД-М/МГТ
1523;838;МЦД МСК-МЦД МСК_1/ММТС/МГТ/МГТ;МЦД-М/ММ/МГТ
1524;839;МЦД МСК-МЦД МСК_2/ММТС/МГТ/МГТ;МЦД-М/ММ/МГТ
1525;846;МЦД МСК-МЦД МСК_1/МЦК/ММ/ММТС/МГТ/МГТ;МЦД-М/ММ/МГТ
1526;847;МЦД МСК-МЦД МСК_2/МЦК/ММ/ММТС/МГТ/МГТ;МЦД-М/ММ/МГТ
1527;848;МЦД МСК-МЦД МСК_1/МЦК/ММ/МГТ/МГТ;МЦД-М/ММ/МГТ
1528;849;МЦД МСК-МЦД МСК_2/МЦК/ММ/МГТ/МГТ;МЦД-М/ММ/МГТ
1529;852;МЦД МСК-МЦД МСК_1/МЦК/ММ/МЦД МСК-МЦД МСК_2/МГТ/МГТ;МЦД-М/ММ/МЦД-М/МГТ
1530;853;МЦД МСК-МЦД МСК_2/МЦК/ММ/МЦД МСК-МЦД МСК_1/МГТ/МГТ;МЦД-М/ММ/МЦД-М/МГТ
1531;858;МЦД МСК-МЦД МСК_1/МЦК/МГТ/МГТ;МЦД-М/ММ/МГТ
1532;859;МЦД МСК-МЦД МСК_2/МЦК/МГТ/МГТ;МЦД-М/ММ/МГТ
1533;864;МЦД МСК-МЦД МСК_1/МЦК/МЦД МСК-МЦД МСК_2/ММ/МГТ/МГТ;МЦД-М/ММ/МЦД-М/ММ/МГТ
1534;865;МЦД МСК-МЦД МСК_2/МЦК/МЦД МСК-МЦД МСК_1/ММ/МГТ/МГТ;МЦД-М/ММ/МЦД-М/ММ/МГТ
1535;868;МЦД МСК-МЦД МСК_1/МЦК/МЦД МСК-МЦД МСК_2/ММТС/МГТ/МГТ;МЦД-М/ММ/МЦД-М/ММ/МГТ
1536;869;МЦД МСК-МЦД МСК_2/МЦК/МЦД МСК-МЦД МСК_1/ММТС/МГТ/МГТ;МЦД-М/ММ/МЦД-М/ММ/МГТ
1537;870;МЦД МСК-МЦД МСК_1/МЦК/МЦД МСК-МЦД МСК_2/МГТ/МГТ;МЦД-М/ММ/МЦД-М/МГТ
1538;871;МЦД МСК-МЦД МСК_2/МЦК/МЦД МСК-МЦД МСК_1/МГТ/МГТ;МЦД-М/ММ/МЦД-М/МГТ
1539;876;МЦД МСК-МЦД МСК_1/МГТ/МГТ;МЦД-М/МГТ
1540;877;МЦД МСК-МЦД МСК_2/МГТ/МГТ;МЦД-М/МГТ
1541;884;МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2/ММ/ММТС/МГТ/МГТ;МЦД-М/МЦД-М/ММ/МГТ
1542;885;МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1/ММ/ММТС/МГТ/МГТ;МЦД-М/МЦД-М/ММ/МГТ
1543;888;МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2/ММ/МЦК/МГТ/МГТ;МЦД-М/МЦД-М/ММ/МГТ
1544;889;МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1/ММ/МЦК/МГТ/МГТ;МЦД-М/МЦД-М/ММ/МГТ
1545;890;МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2/ММ/МГТ/МГТ;МЦД-М/МЦД-М/ММ/МГТ
1546;891;МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1/ММ/МГТ/МГТ;МЦД-М/МЦД-М/ММ/МГТ
1547;894;МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2/ММТС/МГТ/МГТ;МЦД-М/МЦД-М/ММ/МГТ
1548;895;МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1/ММТС/МГТ/МГТ;МЦД-М/МЦД-М/ММ/МГТ
1549;900;МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2/МЦК/ММ/МГТ/МГТ;МЦД-М/МЦД-М/ММ/МГТ
1550;901;МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1/МЦК/ММ/МГТ/МГТ;МЦД-М/МЦД-М/ММ/МГТ
1551;902;МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2/МЦК/МГТ/МГТ;МЦД-М/МЦД-М/ММ/МГТ
1552;903;МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1/МЦК/МГТ/МГТ;МЦД-М/МЦД-М/ММ/МГТ
1553;904;МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2/МГТ/МГТ;МЦД-М/МЦД-М/МГТ
1554;905;МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1/МГТ/МГТ;МЦД-М/МЦД-М/МГТ
1555;1068;ММ/ММТС/МГТ/МГТ/МГТ;ММ/МГТ
1556;1070;ММ/МЦК/ММ/МГТ/МГТ/МГТ;ММ/МГТ
1557;1073;ММ/МЦК/МГТ/МГТ/МГТ;ММ/МГТ
1558;1078;ММ/МЦК/МЦД МСК-МЦД МСК_1/МГТ/МГТ/МГТ;ММ/МЦД-М/МГТ
1559;1079;ММ/МЦК/МЦД МСК-МЦД МСК_2/МГТ/МГТ/МГТ;ММ/МЦД-М/МГТ
1560;1082;ММ/МГТ/МГТ/МГТ;ММ/МГТ
1561;1087;ММ/МЦД МСК-МЦД МСК_1/ММ/МГТ/МГТ/МГТ;ММ/МЦД-М/ММ/МГТ
1562;1088;ММ/МЦД МСК-МЦД МСК_2/ММ/МГТ/МГТ/МГТ;ММ/МЦД-М/ММ/МГТ
1563;1091;ММ/МЦД МСК-МЦД МСК_1/ММТС/МГТ/МГТ/МГТ;ММ/МЦД-М/ММ/МГТ
1564;1092;ММ/МЦД МСК-МЦД МСК_2/ММТС/МГТ/МГТ/МГТ;ММ/МЦД-М/ММ/МГТ
1565;1095;ММ/МЦД МСК-МЦД МСК_1/МЦК/МГТ/МГТ/МГТ;ММ/МЦД-М/ММ/МГТ
1566;1096;ММ/МЦД МСК-МЦД МСК_2/МЦК/МГТ/МГТ/МГТ;ММ/МЦД-М/ММ/МГТ
1567;87;ММ/МЦД МСК-МЦД МСК_1/МГТ/МГТ/МГТ;ММ/МЦД-М/МГТ
1568;88;ММ/МЦД МСК-МЦД МСК_2/МГТ/МГТ/МГТ;ММ/МЦД-М/МГТ
1569;1103;ММ/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2/МГТ/МГТ/МГТ;ММ/МЦД-М/МЦД-М/МГТ
1570;1104;ММ/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1/МГТ/МГТ/МГТ;ММ/МЦД-М/МЦД-М/МГТ
1571;1106;ММТС/ММ/МЦК/МГТ/МГТ/МГТ;ММ/МГТ
1572;1109;ММТС/ММ/МГТ/МГТ/МГТ;ММ/МГТ
1573;1114;ММТС/ММ/МЦД МСК-МЦД МСК_1/МГТ/МГТ/МГТ;ММ/МЦД-М/МГТ
1574;1115;ММТС/ММ/МЦД МСК-МЦД МСК_2/МГТ/МГТ/МГТ;ММ/МЦД-М/МГТ
1575;1118;ММТС/МГТ/МГТ/МГТ;ММ/МГТ
1576;1121;ММТС/МЦД МСК-МЦД МСК_1/ММ/МГТ/МГТ/МГТ;ММ/МЦД-М/ММ/МГТ
1577;1122;ММТС/МЦД МСК-МЦД МСК_2/ММ/МГТ/МГТ/МГТ;ММ/МЦД-М/ММ/МГТ
1578;1127;ММТС/МЦД МСК-МЦД МСК_1/МЦК/МГТ/МГТ/МГТ;ММ/МЦД-М/ММ/МГТ
1579;1128;ММТС/МЦД МСК-МЦД МСК_2/МЦК/МГТ/МГТ/МГТ;ММ/МЦД-М/ММ/МГТ
1580;1131;ММТС/МЦД МСК-МЦД МСК_1/МГТ/МГТ/МГТ;ММ/МЦД-М/МГТ
1581;1132;ММТС/МЦД МСК-МЦД МСК_2/МГТ/МГТ/МГТ;ММ/МЦД-М/МГТ
1582;1137;ММТС/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2/МГТ/МГТ/МГТ;ММ/МЦД-М/МЦД-М/МГТ
1583;1138;ММТС/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1/МГТ/МГТ/МГТ;ММ/МЦД-М/МЦД-М/МГТ
1584;1139;МЦК/ММ/ММТС/МГТ/МГТ/МГТ;ММ/МГТ
1585;1140;МЦК/ММ/МГТ/МГТ/МГТ;ММ/МГТ
1586;1145;МЦК/ММ/МЦД МСК-МЦД МСК_1/МГТ/МГТ/МГТ;ММ/МЦД-М/МГТ
1587;1146;МЦК/ММ/МЦД МСК-МЦД МСК_2/МГТ/МГТ/МГТ;ММ/МЦД-М/МГТ
1588;1149;МЦК/МГТ/МГТ/МГТ;ММ/МГТ
1589;1152;МЦК/МЦД МСК-МЦД МСК_1/ММ/МГТ/МГТ/МГТ;ММ/МЦД-М/ММ/МГТ
1590;1153;МЦК/МЦД МСК-МЦД МСК_2/ММ/МГТ/МГТ/МГТ;ММ/МЦД-М/ММ/МГТ
1591;1156;МЦК/МЦД МСК-МЦД МСК_1/ММТС/МГТ/МГТ/МГТ;ММ/МЦД-М/ММ/МГТ
1592;1157;МЦК/МЦД МСК-МЦД МСК_2/ММТС/МГТ/МГТ/МГТ;ММ/МЦД-М/ММ/МГТ
1593;1158;МЦК/МЦД МСК-МЦД МСК_1/МГТ/МГТ/МГТ;ММ/МЦД-М/МГТ
1594;1159;МЦК/МЦД МСК-МЦД МСК_2/МГТ/МГТ/МГТ;ММ/МЦД-М/МГТ
1595;1164;МЦК/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2/МГТ/МГТ/МГТ;ММ/МЦД-М/МЦД-М/МГТ
1596;1165;МЦК/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1/МГТ/МГТ/МГТ;ММ/МЦД-М/МЦД-М/МГТ
1597;1166;МГТ/ММ/МГТ/МГТ;МГТ/ММ/МГТ
1598;1167;МГТ/ММ/ММТС/МГТ/МГТ;МГТ/ММ/МГТ
1599;1168;МГТ/ММ/МЦК/МГТ/МГТ;МГТ/ММ/МГТ
1600;1169;МГТ/ММ/МЦК/ММ/МГТ/МГТ;МГТ/ММ/МГТ
1601;1173;МГТ/ММ/МЦК/МЦД МСК-МЦД МСК_1/МГТ/МГТ;МГТ/ММ/МЦД-М/МГТ
1602;1174;МГТ/ММ/МЦК/МЦД МСК-МЦД МСК_2/МГТ/МГТ;МГТ/ММ/МЦД-М/МГТ
1603;1181;МГТ/ММ/МЦД МСК-МЦД МСК_1/МГТ/МГТ;МГТ/ММ/МЦД-М/МГТ
1604;1182;МГТ/ММ/МЦД МСК-МЦД МСК_2/МГТ/МГТ;МГТ/ММ/МЦД-М/МГТ
1605;1183;МГТ/ММ/МЦД МСК-МЦД МСК_1/ММ/МГТ/МГТ;МГТ/ММ/МЦД-М/ММ/МГТ
1606;1184;МГТ/ММ/МЦД МСК-МЦД МСК_2/ММ/МГТ/МГТ;МГТ/ММ/МЦД-М/ММ/МГТ
1607;1191;МГТ/ММ/МЦД МСК-МЦД МСК_1/ММТС/МГТ/МГТ;МГТ/ММ/МЦД-М/ММ/МГТ
1608;1192;МГТ/ММ/МЦД МСК-МЦД МСК_2/ММТС/МГТ/МГТ;МГТ/ММ/МЦД-М/ММ/МГТ
1609;1193;МГТ/ММ/МЦД МСК-МЦД МСК_1/МЦК/МГТ/МГТ;МГТ/ММ/МЦД-М/ММ/МГТ
1610;1194;МГТ/ММ/МЦД МСК-МЦД МСК_2/МЦК/МГТ/МГТ;МГТ/ММ/МЦД-М/ММ/МГТ
1611;1199;МГТ/ММ/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2/МГТ/МГТ;МГТ/ММ/МЦД-М/МЦД-М/МГТ
1612;1200;МГТ/ММ/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1/МГТ/МГТ;МГТ/ММ/МЦД-М/МЦД-М/МГТ
1613;1207;МГТ/ММТС/МГТ/МГТ;МГТ/ММ/МГТ
1614;1208;МГТ/ММТС/ММ/МГТ/МГТ;МГТ/ММ/МГТ
1615;1209;МГТ/ММТС/ММ/МЦК/МГТ/МГТ;МГТ/ММ/МГТ
1616;1213;МГТ/ММТС/ММ/МЦД МСК-МЦД МСК_1/МГТ/МГТ;МГТ/ММ/МЦД-М/МГТ
1617;1214;МГТ/ММТС/ММ/МЦД МСК-МЦД МСК_2/МГТ/МГТ;МГТ/ММ/МЦД-М/МГТ
1618;1221;МГТ/ММТС/МЦД МСК-МЦД МСК_1/ММ/МГТ/МГТ;МГТ/ММ/МЦД-М/ММ/МГТ
1619;1222;МГТ/ММТС/МЦД МСК-МЦД МСК_2/ММ/МГТ/МГТ;МГТ/ММ/МЦД-М/ММ/МГТ
1620;1227;МГТ/ММТС/МЦД МСК-МЦД МСК_1/МЦК/МГТ/МГТ;МГТ/ММ/МЦД-М/ММ/МГТ
1621;1228;МГТ/ММТС/МЦД МСК-МЦД МСК_2/МЦК/МГТ/МГТ;МГТ/ММ/МЦД-М/ММ/МГТ
1622;1233;МГТ/ММТС/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2/МГТ/МГТ;МГТ/ММ/МЦД-М/МЦД-М/МГТ
1623;1234;МГТ/ММТС/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1/МГТ/МГТ;МГТ/ММ/МЦД-М/МЦД-М/МГТ
1624;1239;МГТ/МЦК/МГТ/МГТ;МГТ/ММ/МГТ
1625;1240;МГТ/МЦК/ММ/МГТ/МГТ;МГТ/ММ/МГТ
1626;1241;МГТ/МЦК/ММ/ММТС/МГТ/МГТ;МГТ/ММ/МГТ
1627;1242;МГТ/МЦК/ММ/МЦД МСК-МЦД МСК_1/МГТ/МГТ;МГТ/ММ/МЦД-М/МГТ
1628;1243;МГТ/МЦК/ММ/МЦД МСК-МЦД МСК_2/МГТ/МГТ;МГТ/ММ/МЦД-М/МГТ
1629;1250;МГТ/МЦК/МЦД МСК-МЦД МСК_1/МГТ/МГТ;МГТ/ММ/МЦД-М/МГТ
1630;1251;МГТ/МЦК/МЦД МСК-МЦД МСК_2/МГТ/МГТ;МГТ/ММ/МЦД-М/МГТ
1631;1252;МГТ/МЦК/МЦД МСК-МЦД МСК_1/ММ/МГТ/МГТ;МГТ/ММ/МЦД-М/ММ/МГТ
1632;1253;МГТ/МЦК/МЦД МСК-МЦД МСК_2/ММ/МГТ/МГТ;МГТ/ММ/МЦД-М/ММ/МГТ
1633;1258;МГТ/МЦК/МЦД МСК-МЦД МСК_1/ММТС/МГТ/МГТ;МГТ/ММ/МЦД-М/ММ/МГТ
1634;1259;МГТ/МЦК/МЦД МСК-МЦД МСК_2/ММТС/МГТ/МГТ;МГТ/ММ/МЦД-М/ММ/МГТ
1635;1260;МГТ/МЦК/МЦД МСК-МЦД МСК_1/МЦД МСК-МЦД МСК_2/МГТ/МГТ;МГТ/ММ/МЦД-М/МЦД-М/МГТ
1636;1261;МГТ/МЦК/МЦД МСК-МЦД МСК_2/МЦД МСК-МЦД МСК_1/МГТ/МГТ;МГТ/ММ/МЦД-М/МЦД-М/МГТ
1637;1344;МГТ/МГТ/МГТ/МГТ/ММ;МГТ/МГТ/ММ
1638;1637;МГТ/МГТ/МГТ/МГТ/ММ/ММТС;МГТ/МГТ/ММ
1639;1637;МГТ/МГТ/МГТ/МГТ/ММ/МЦК;МГТ/МГТ/ММ
1640;1637;МГТ/МГТ/МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_1;МГТ/МГТ/ММ/МЦД-М
1641;1637;МГТ/МГТ/МГТ/МГТ/ММ/МЦД МСК-МЦД МСК_2;МГТ/МГТ/ММ/МЦД-М
1642;1637;МГТ/МГТ/МГТ/МГТ/ММ/МЦД МСК-МЦД МО_1;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
1643;1637;МГТ/МГТ/МГТ/МГТ/ММ/МЦД МСК-МЦД МО_2;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
1644;1637;МГТ/МГТ/МГТ/МГТ/ММ/МЦД МСК-ДП_1;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
1645;1637;МГТ/МГТ/МГТ/МГТ/ММ/МЦД МСК-ДП_2;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
1646;1344;МГТ/МГТ/МГТ/МГТ/ММТС;МГТ/МГТ/ММ
1647;1646;МГТ/МГТ/МГТ/МГТ/ММТС/ММ;МГТ/МГТ/ММ
1648;1646;МГТ/МГТ/МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_1;МГТ/МГТ/ММ/МЦД-М
1649;1646;МГТ/МГТ/МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК_2;МГТ/МГТ/ММ/МЦД-М
1650;1646;МГТ/МГТ/МГТ/МГТ/ММТС/МЦД МСК-МЦД МО_1;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
1651;1646;МГТ/МГТ/МГТ/МГТ/ММТС/МЦД МСК-МЦД МО_2;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
1652;1646;МГТ/МГТ/МГТ/МГТ/ММТС/МЦД МСК-ДП_1;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
1653;1646;МГТ/МГТ/МГТ/МГТ/ММТС/МЦД МСК-ДП_2;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
1654;1344;МГТ/МГТ/МГТ/МГТ/МЦК;МГТ/МГТ/ММ
1655;1654;МГТ/МГТ/МГТ/МГТ/МЦК/ММ;МГТ/МГТ/ММ
1656;1654;МГТ/МГТ/МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК_1;МГТ/МГТ/ММ/МЦД-М
1657;1654;МГТ/МГТ/МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК_2;МГТ/МГТ/ММ/МЦД-М
1658;1654;МГТ/МГТ/МГТ/МГТ/МЦК/МЦД МСК-МЦД МО_1;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
1659;1654;МГТ/МГТ/МГТ/МГТ/МЦК/МЦД МСК-МЦД МО_2;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
1660;1654;МГТ/МГТ/МГТ/МГТ/МЦК/МЦД МСК-ДП_1;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
1661;1654;МГТ/МГТ/МГТ/МГТ/МЦК/МЦД МСК-ДП_2;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
1662;1344;МГТ/МГТ/МГТ/МГТ/МГТ;МГТ/МГТ
